created_at,screen_name,text,lang,retweet_count,reply_count,like_count,quote_count,id,author_id,conversation_id,in_reply_to_user_id,geo,entities
2022-01-07T23:32:57.000Z,Eddies_NFT,"Hi everyone, I’m a new NFT account who is following everyone back who follows me. Let’s share the NFT love❤️#nft #FreeNFTs #Solana #NFTSPACESHIP #BoredApeYachtClub #nftart #BoredApeYC #NFTCollector #NFTCommumity #FreeNFT #NFTartist",en,0,0,2,0,1479596952522219522,1479579511607934987,1479596952522219522,nan,nan,"{'hashtags': [{'start': 108, 'end': 112, 'tag': 'nft'}, {'start': 113, 'end': 122, 'tag': 'FreeNFTs'}, {'start': 123, 'end': 130, 'tag': 'Solana'}, {'start': 131, 'end': 144, 'tag': 'NFTSPACESHIP'}, {'start': 145, 'end': 163, 'tag': 'BoredApeYachtClub'}, {'start': 164, 'end': 171, 'tag': 'nftart'}, {'start': 172, 'end': 183, 'tag': 'BoredApeYC'}, {'start': 184, 'end': 197, 'tag': 'NFTCollector'}, {'start': 198, 'end': 211, 'tag': 'NFTCommumity'}, {'start': 212, 'end': 220, 'tag': 'FreeNFT'}, {'start': 221, 'end': 231, 'tag': 'NFTartist'}]}"
2022-01-07T23:31:35.000Z,Sadmannft,"Sadman loki 012 click the link un my bio . https://t.co/FLLJEqUjYc

20% of the funds will be donated to an association #nftnews #apeboredyachtclub #BoredApeYachtClub #NFTCommunity #Ethereum #OpenSeaNFT #NFTs #nft https://t.co/OlBRamsp1i",en,1,1,3,0,1479596607880450051,1471314718631600129,1479596607880450051,nan,nan,"{'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/FLLJEqUjYc', 'expanded_url': 'https://opensea.io/collection/sadmanclub', 'display_url': 'opensea.io/collection/sad…'}, {'start': 213, 'end': 236, 'url': 'https://t.co/OlBRamsp1i', 'expanded_url': 'https://twitter.com/Sadmannft/status/1479596607880450051/photo/1', 'display_url': 'pic.twitter.com/OlBRamsp1i'}], 'hashtags': [{'start': 119, 'end': 127, 'tag': 'nftnews'}, {'start': 128, 'end': 146, 'tag': 'apeboredyachtclub'}, {'start': 147, 'end': 165, 'tag': 'BoredApeYachtClub'}, {'start': 166, 'end': 179, 'tag': 'NFTCommunity'}, {'start': 180, 'end': 189, 'tag': 'Ethereum'}, {'start': 190, 'end': 201, 'tag': 'OpenSeaNFT'}, {'start': 202, 'end': 207, 'tag': 'NFTs'}, {'start': 208, 'end': 212, 'tag': 'nft'}]}"
2022-01-07T23:26:24.000Z,T1CheeseSteak,This fo real????!?! #BAYC #BoredApeYC #BoredApeYachtClub https://t.co/rxVM4L4gHc,en,0,0,0,0,1479595305322823680,1429981621252366363,1479595305322823680,nan,nan,"{'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/rxVM4L4gHc', 'expanded_url': 'https://twitter.com/FedorLinnik/status/1478757259635273732', 'display_url': 'twitter.com/FedorLinnik/st…'}], 'hashtags': [{'start': 20, 'end': 25, 'tag': 'BAYC'}, {'start': 26, 'end': 37, 'tag': 'BoredApeYC'}, {'start': 38, 'end': 56, 'tag': 'BoredApeYachtClub'}]}"
2022-01-07T23:25:17.000Z,govaerts_kevin,"Get ready for summer with this BAYC gem! Now on sale
ETCBayc #6778
#hawaiian #bored #BoredApeYachtClub https://t.co/fOtL9VoP49 #ETCBayc #Ethereum_CLassic #BAYC #APES #ETCBayc6778",en,0,0,1,0,1479595022890717189,1475424324958003203,1479595022890717189,nan,nan,"{'urls': [{'start': 103, 'end': 126, 'url': 'https://t.co/fOtL9VoP49', 'expanded_url': 'https://etcbayc.com/detail/6778', 'display_url': 'etcbayc.com/detail/6778', 'images': [{'url': 'https://pbs.twimg.com/news_img/1479595025495433222/Xct0Qrp_?format=jpg&name=orig', 'width': 1200, 'height': 630}, {'url': 'https://pbs.twimg.com/news_img/1479595025495433222/Xct0Qrp_?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'ETCBayc | Bored Ape Yacht Club Now On ETC', 'description': 'Etc Bored Ape Yacht Club is a collection of 10,000 ETC Bayc NFTs—unique digital collectibles living on the ETC blockchain.', 'unwound_url': 'https://etcbayc.com/detail/6778'}], 'hashtags': [{'start': 67, 'end': 76, 'tag': 'hawaiian'}, {'start': 77, 'end': 83, 'tag': 'bored'}, {'start': 84, 'end': 102, 'tag': 'BoredApeYachtClub'}, {'start': 127, 'end': 135, 'tag': 'ETCBayc'}, {'start': 136, 'end': 153, 'tag': 'Ethereum_CLassic'}, {'start': 154, 'end': 159, 'tag': 'BAYC'}, {'start': 160, 'end': 165, 'tag': 'APES'}, {'start': 166, 'end': 178, 'tag': 'ETCBayc6778'}]}"
2022-01-07T23:23:35.000Z,CryptonftCoin,Check out this item on OpenSea https://t.co/npKMCzpXsA via @opensea #NFTs #nftart #Collectibles #ApocalypticApes #BoredApeYC #BoredApeYachtClub #Ethereum #ETH #MAYC #cryptocrash #Bitcoin #NFTCommunity,en,0,1,0,1,1479594595847655430,1469813626240483336,1479594595847655430,nan,nan,"{'urls': [{'start': 31, 'end': 54, 'url': 'https://t.co/npKMCzpXsA', 'expanded_url': 'https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/24995950485370336369414853644672863209131289790453525476869874876220931309569/', 'display_url': 'opensea.io/assets/matic/0…'}], 'annotations': [{'start': 23, 'end': 29, 'probability': 0.3554, 'type': 'Organization', 'normalized_text': 'OpenSea'}], 'hashtags': [{'start': 68, 'end': 73, 'tag': 'NFTs'}, {'start': 74, 'end': 81, 'tag': 'nftart'}, {'start': 82, 'end': 95, 'tag': 'Collectibles'}, {'start': 96, 'end': 112, 'tag': 'ApocalypticApes'}, {'start': 113, 'end': 124, 'tag': 'BoredApeYC'}, {'start': 125, 'end': 143, 'tag': 'BoredApeYachtClub'}, {'start': 144, 'end': 153, 'tag': 'Ethereum'}, {'start': 154, 'end': 158, 'tag': 'ETH'}, {'start': 159, 'end': 164, 'tag': 'MAYC'}, {'start': 165, 'end': 177, 'tag': 'cryptocrash'}, {'start': 178, 'end': 186, 'tag': 'Bitcoin'}, {'start': 187, 'end': 200, 'tag': 'NFTCommunity'}], 'mentions': [{'start': 59, 'end': 67, 'username': 'opensea', 'id': '946213559213555712'}]}"
2022-01-07T23:23:11.000Z,Nft9130,Check out crazy fan Ape #6666 by NFT Collections at https://t.co/Q16ewYyidD NFT! https://t.co/ZzWhrdGP5Q via @cryptocom #cnft #NFTartists #BoredApeYachtClub #nftart #NFTs #NFTCommunity #Crypto #cryptocurrency #coin #cryptocomnft @cryptocomnft @cryptocom https://t.co/cDd4FwXoku,en,0,1,3,0,1479594493695471619,1457733081993973765,1479594493695471619,nan,nan,"{'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/Q16ewYyidD', 'expanded_url': 'http://Crypto.com', 'display_url': 'Crypto.com'}, {'start': 81, 'end': 104, 'url': 'https://t.co/ZzWhrdGP5Q', 'expanded_url': 'https://crypto.com/nft/collection/3106c93a6290ad3cef30e7da9d352da4?asset=9a07ea408eddeb7c1c0a4f9fbe1520f4&edition=2554c76f048ca13e8ead062e26a4260e&detail-page=MARKETPLACE', 'display_url': 'crypto.com/nft/collection…'}, {'start': 254, 'end': 277, 'url': 'https://t.co/cDd4FwXoku', 'expanded_url': 'https://twitter.com/Nft9130/status/1479594493695471619/photo/1', 'display_url': 'pic.twitter.com/cDd4FwXoku'}], 'hashtags': [{'start': 120, 'end': 125, 'tag': 'cnft'}, {'start': 126, 'end': 137, 'tag': 'NFTartists'}, {'start': 138, 'end': 156, 'tag': 'BoredApeYachtClub'}, {'start': 157, 'end': 164, 'tag': 'nftart'}, {'start': 165, 'end': 170, 'tag': 'NFTs'}, {'start': 171, 'end': 184, 'tag': 'NFTCommunity'}, {'start': 185, 'end': 192, 'tag': 'Crypto'}, {'start': 193, 'end': 208, 'tag': 'cryptocurrency'}, {'start': 209, 'end': 214, 'tag': 'coin'}, {'start': 215, 'end': 228, 'tag': 'cryptocomnft'}], 'mentions': [{'start': 109, 'end': 119, 'username': 'cryptocom', 'id': '864347902029709314'}, {'start': 229, 'end': 242, 'username': 'cryptocomnft', 'id': '1364774803555581952'}, {'start': 243, 'end': 253, 'username': 'cryptocom', 'id': '864347902029709314'}]}"
2022-01-07T23:19:40.000Z,fontaina_manuel,#bayc #mayc #Clonex #BoredApeYachtClub $sand $mana https://t.co/QTgVOdjhmQ,en,0,0,0,0,1479593609959772161,1361680287428710401,1479593609959772161,nan,nan,"{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/QTgVOdjhmQ', 'expanded_url': 'https://twitter.com/NFTWorldsBot/status/1479547683308199936', 'display_url': 'twitter.com/NFTWorldsBot/s…'}], 'cashtags': [{'start': 39, 'end': 44, 'tag': 'sand'}, {'start': 45, 'end': 50, 'tag': 'mana'}], 'hashtags': [{'start': 0, 'end': 5, 'tag': 'bayc'}, {'start': 6, 'end': 11, 'tag': 'mayc'}, {'start': 12, 'end': 19, 'tag': 'Clonex'}, {'start': 20, 'end': 38, 'tag': 'BoredApeYachtClub'}]}"
2022-01-07T23:11:32.000Z,Meredithkelechi,"There was a time, decisions like this where hard to make ,but now the world has evolved we can promote our gifted hands and make history
#NFTs 
#NFTGame 
#BoredApeYachtClub 
#NFTGiveaways 
#NFTCommmunity https://t.co/9mtGeFJIrQ",en,1,1,1,1,1479591560433979395,1479380189670821890,1479591560433979395,nan,nan,"{'urls': [{'start': 204, 'end': 227, 'url': 'https://t.co/9mtGeFJIrQ', 'expanded_url': 'https://twitter.com/Meredithkelechi/status/1479591560433979395/photo/1', 'display_url': 'pic.twitter.com/9mtGeFJIrQ'}], 'hashtags': [{'start': 137, 'end': 142, 'tag': 'NFTs'}, {'start': 144, 'end': 152, 'tag': 'NFTGame'}, {'start': 154, 'end': 172, 'tag': 'BoredApeYachtClub'}, {'start': 174, 'end': 187, 'tag': 'NFTGiveaways'}, {'start': 189, 'end': 203, 'tag': 'NFTCommmunity'}]}"
2022-01-07T23:11:00.000Z,ApebyRembrandt,"Some Of Apes already minted on #digitaleye 

Link of the collection in the profile.

1111 #BoredApes 

#nft #cryptoart #NFTCommunity #BoredApeYachtClub https://t.co/MwE9Houfed",en,0,1,2,0,1479591427055173634,1421415024577323012,1479591427055173634,nan,nan,"{'urls': [{'start': 152, 'end': 175, 'url': 'https://t.co/MwE9Houfed', 'expanded_url': 'https://twitter.com/ApebyRembrandt/status/1479591427055173634/photo/1', 'display_url': 'pic.twitter.com/MwE9Houfed'}], 'hashtags': [{'start': 31, 'end': 42, 'tag': 'digitaleye'}, {'start': 90, 'end': 100, 'tag': 'BoredApes'}, {'start': 103, 'end': 107, 'tag': 'nft'}, {'start': 108, 'end': 118, 'tag': 'cryptoart'}, {'start': 119, 'end': 132, 'tag': 'NFTCommunity'}, {'start': 133, 'end': 151, 'tag': 'BoredApeYachtClub'}]}"
2022-01-07T23:04:09.000Z,BlockchainMilk3,🔥2nd NFT PURCHASE MADE🔥@BoredApeSolClub Lots of followers behind this one! This dude looks clean! What do you guys think? #NFT #Solana #SolNFTs #Crypto #BoredApeYachtClub #BASC #APES https://t.co/FwOgsExeeV,en,0,3,6,0,1479589702231629832,1477393581274980354,1479589702231629832,nan,nan,"{'urls': [{'start': 183, 'end': 206, 'url': 'https://t.co/FwOgsExeeV', 'expanded_url': 'https://twitter.com/BlockchainMilk3/status/1479589702231629832/photo/1', 'display_url': 'pic.twitter.com/FwOgsExeeV'}], 'hashtags': [{'start': 122, 'end': 126, 'tag': 'NFT'}, {'start': 127, 'end': 134, 'tag': 'Solana'}, {'start': 135, 'end': 143, 'tag': 'SolNFTs'}, {'start': 144, 'end': 151, 'tag': 'Crypto'}, {'start': 152, 'end': 170, 'tag': 'BoredApeYachtClub'}, {'start': 171, 'end': 176, 'tag': 'BASC'}, {'start': 177, 'end': 182, 'tag': 'APES'}], 'mentions': [{'start': 23, 'end': 39, 'username': 'BoredApeSolClub', 'id': '1368641422795157506'}]}"
